Site,Est_date,Base_date,Lat,Long,Type,SET#,Azi,Align,Elev_ftNAVD88,SET_depth_ft,Sed_depth_ft,Veg,Water,Elev_ave,Elev_max,Elev_min,SET_name,Pin_ft,Pin_mm,Pin_ft_v2,Pin_mm_v2,Accre_orig,Accre_1,Accre_2,Accre_3,Accre_4,Accre_5,Date_accre_orig,Date_accre_1,Date_accre_2,Date_accre_3,Date_accre_4,Date_accre_5,Note
LO3,2/27/2007,5/14/2007,25.53923,-81.18429,Deep,3,170,1st hole up from bottom,2.52,9.8,NR,Forest,saltwater,1.17,1.39,0.96,St Pete 2005,2.5,762,2.5,762,"3a, 3b, 3c","3a, 3b, 3c",3a,"3x, 3y, 3z",NA,NA,7/14/1999,11/21/2003,2/19/2008,5/9/2017,NA,NA,NA
LO3,2/27/2007,5/14/2007,25.53923,-81.18429,Deep,3,255,1st hole up from bottom,2.54,9.8,NR,Forest,saltwater,1.17,1.39,0.96,St Pete 2005,2.5,762,2.5,762,"3a, 3b, 3c","3a, 3b, 3c",3a,"3x, 3y, 3z",NA,NA,7/14/1999,11/21/2003,2/19/2008,5/9/2017,NA,NA,NA
LO3,2/27/2007,5/14/2007,25.53923,-81.18429,Deep,3,345,1st hole up from bottom,2.54,9.8,NR,Forest,saltwater,1.17,1.39,0.96,St Pete 2005,2.5,762,2.5,762,"3a, 3b, 3c","3a, 3b, 3c",3a,"3x, 3y, 3z",NA,NA,7/14/1999,11/21/2003,2/19/2008,5/9/2017,NA,NA,NA
SH1,1/27/1999,7/12/1998,25.4724,-80.84822,Original,1,20,NA,3.58,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"1a, 1b, 1c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,1/27/1999,7/12/1998,25.4724,-80.84822,Original,1,65,NA,3.57,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"1a, 1b, 1c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,1/27/1999,7/12/1998,25.4724,-80.84822,Original,1,200,NA,3.56,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"1a, 1b, 1c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,1/27/1999,7/12/1998,25.4724,-80.84822,Original,1,245,NA,3.55,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"1a, 1b, 1c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,3/23/1999,7/12/1998,25.4724,-80.84822,Original,2,15,NA,3.09,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"2a, 2b, 2c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,3/23/1999,7/12/1998,25.4724,-80.84822,Original,2,60,NA,3.08,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"2a, 2b, 2c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,3/23/1999,7/12/1998,25.4724,-80.84822,Original,2,150,NA,3.08,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"2a, 2b, 2c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,3/23/1999,7/12/1998,25.4724,-80.84822,Original,2,205,NA,3.07,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"2a, 2b, 2c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,3/23/1999,7/12/1998,25.4724,-80.84822,Original,3,35,NA,3.17,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"3a, 3b, 3c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,3/23/1999,7/12/1998,25.4724,-80.84822,Original,3,80,NA,3.17,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"3a, 3b, 3c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,3/23/1999,7/12/1998,25.4724,-80.84822,Original,3,260,NA,3.15,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"3a, 3b, 3c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,3/23/1999,7/12/1998,25.4724,-80.84822,Original,3,350,NA,3.14,4.6,4.6,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,Cahoon 99-2,5,1521,4,1222,"3a, 3b, 3c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,1,5,1st hole up from bottom,1.32,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,1,50,1st hole up from bottom,1.32,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,1,230,1st hole up from bottom,1.32,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,1,275,1st hole up from bottom,1.32,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,2,15,1st hole up from bottom,1.43,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,2,60,1st hole up from bottom,1.42,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,2,240,1st hole up from bottom,1.43,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,2,285,1st hole up from bottom,1.43,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,3,20,1st hole up from bottom,1.31,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,3,155,1st hole up from bottom,1.34,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,3,200,1st hole up from bottom,1.33,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH1,12/14/2006,1/18/2007,25.4724,-80.84822,Shallow,3,245,1st hole up from bottom,1.33,4.6,1.15,Ridge or sawgrass and emergent marsh,Freshwater,-0.32,-0.24,-0.49,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c",NA,NA,NA,NA,NA,7/12/1999,NA,NA,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,1,30,NA,1.94,6.46,6.46,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,1,75,NA,1.95,6.46,6.46,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,1,250,NA,1.97,6.46,6.46,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,1,320,NA,1.95,6.46,6.46,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,2,75,NA,2.34,6.62,6.62,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f","2x, 2y, 2z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,2,165,NA,2.36,6.62,6.62,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f","2x, 2y, 2z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,2,205,NA,2.31,6.62,6.62,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f","2x, 2y, 2z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,2,250,NA,2.31,6.62,6.62,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f","2x, 2y, 2z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,3,25,NA,2.46,6.17,6.17,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f","3x, 3y, 3z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,3,70,NA,2.45,6.17,6.17,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f","3x, 3y, 3z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,3,110,NA,2.44,6.17,6.17,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f","3x, 3y, 3z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,3,155,NA,2.45,6.17,6.17,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f","3x, 3y, 3z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,replaces 25 on 7/21/09
SH2,7/16/2008,7/28/1998,25.41006,-80.9633,Original,3,245,NA,2.45,6.17,6.17,Marsh,brackish,-0.52,-0.32,-0.69,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,1,50,bottom hole,1.19,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,1,140,bottom hole,1.19,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,1,185,bottom hole,1.19,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,1,320,bottom hole,1.19,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f","1x, 1y, 1z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,2,130,bottom hole,1.07,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f","2x, 2y, 2z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,2,175,bottom hole,1.07,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f","2x, 2y, 2z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,2,220,bottom hole,1.07,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f","2x, 2y, 2z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,2,310,bottom hole,1.08,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f","2x, 2y, 2z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,3,80,bottom hole,1.09,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f","3x, 3y, 3z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,3,175,bottom hole,1.08,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f","3x, 3y, 3z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,3,215,bottom hole,1.08,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f","3x, 3y, 3z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH2,9/1/2006,12/12/2006,25.41006,-80.9633,Shallow,3,305,bottom hole,1.09,6.4,1.15,Marsh,brackish,-0.52,-0.32,-0.69,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f","3x, 3y, 3z",NA,NA,NA,7/28/1998,4/10/2007,5/12/2017,NA,NA,NA,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,1,115,NA,2.78,13.25,13.25,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,1,160,NA,2.79,13.25,13.25,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,1,250,NA,2.79,13.25,13.25,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,1,340,NA,2.79,13.25,13.25,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,2,20,NA,3.1,13.42,13.42,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,2,65,NA,3.09,13.42,13.42,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,2,155,NA,3.08,13.42,13.42,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,2,240,NA,3.1,13.42,13.42,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,3,220,NA,2.58,14.17,14.17,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,3,265,NA,2.59,14.17,14.17,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,3,305,NA,2.57,14.17,14.17,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,7/16/1998,7/28/1998,25.36409,-81.07848,Original,3,350,NA,2.58,14.17,14.17,Forest,saltwater,0.27,0.36,0.13,Foote 96-1,4,1219,4,1223,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,1,135,NA,2.06,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,1,180,NA,2.06,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,1,225,NA,2.06,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,1,315,NA,2.05,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"1a, 1b, 1c","1d, 1e, 1f, 1g","1h, 1i, 1j","1k, 1l, 1m","1n, 1o, 1p","1x, 1y, 1z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,2,10,NA,2.02,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,2,235,NA,2.02,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,2,280,NA,2.02,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,2,325,NA,2.02,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"2a, 2b, 2c","2d, 2e, 2f, 2g","2h, 2i, 2j","2k, 2l, 2m","2n, 2o, 2p","2x, 2y, 2z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,NA
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,3,85,NA,2.01,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Disturbed 9/8/14
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,3,130,NA,2.01,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Disturbed 9/8/14
SH3,2/28/2002,3/18/2002,25.36409,-81.07848,Shallow,3,220,NA,2.01,13.7,1.15,Forest,saltwater,0.27,0.36,0.13,TJS 2002,2.5,754,2.5,762,"3a, 3b, 3c","3d, 3e, 3f, 3g","3h, 3i, 3j","3k, 3l, 3m","3n, 3o, 3p","3x, 3y, 3z",7/28/1998,3/18/2002,2/11/2005,11/13/2006,2/2/2009,5/9/2017,Disturbed 9/8/14
