plot_id,bb_cover,cover_type,height_min,height_max,cover_notes
240,5,C4,25,60,NA
240,0,Dead,1,NA,NA
240,0,SOSE,45,45,NA
241,1,BareOrWater,NA,NA,NA
241,4,C4,40,100,NA
241,1,Dead,5,NA,NA
241,3,IVFR,160,180,NA
241,3,PHAU,155,260,NA
241,0,SCAM,130,150,NA
242,3,BareOrWater,NA,NA,NA
242,4,PHAU,80,240,NA
242,1,SPCY,10,240,NA
243,2,BareOrWater,NA,NA,NA
243,1,Dead,15,285,NA
243,1,KOVI,60,170,NA
243,5,PHAU,105,275,NA
243,0,SCAM,90,110,NA
244,4,C4,30,80,NA
244,1,Dead,40,NA,NA
244,3,IVFR,130,150,NA
244,2,SOSE,50,80,NA
244,3,Unknown,100,140,NA
245,5,BareOrWater,NA,NA,NA
245,3,TYLA,80,170,NA
246,3,BareOrWater,NA,NA,pond
246,3,C4,50,90,pond
246,1,Dead,10,100,pond
246,3,IVFR,120,170,pond
246,0,KOVI,120,120,pond
246,2,SCAM,80,130,pond
247,4,BareOrWater,NA,NA,pond
247,2,C4,35,80,pond
247,4,IVFR,160,180,pond
247,2,PHAU,90,165,pond
247,0,SCAM,85,140,pond
248,5,BareOrWater,NA,NA,creek is the whole plot
248,2,SPCY,205,230,creek is the whole plot
249,4,BareOrWater,NA,NA,pondy area
249,3,C4,15,NA,pondy area
249,3,IVFR,170,180,pondy area
249,2,KOVI,140,150,pondy area
250,5,BareOrWater,NA,NA,pond
251,2,BareOrWater,NA,NA,NA
251,5,PHAU,70,230,NA
251,2,SPCY,10,290,NA
252,2,Dead,30,300,NA
252,5,PHAU,105,210,NA
253,5,BareOrWater,NA,NA,in creek
254,0,BareOrWater,NA,NA,NA
254,5,C4,40,90,NA
254,2,Dead,10,NA,NA
254,2,IVFR,150,150,NA
255,2,BareOrWater,NA,NA,NA
255,1,C4,40,90,NA
255,1,Dead,165,NA,NA
255,3,IVFR,120,170,NA
255,0,KOVI,35,65,NA
255,2,SOSE,40,110,NA
255,2,SPCY,25,110,NA
256,2,BareOrWater,NA,NA,NA
256,0,C4,60,80,NA
256,0,Dead,25,NA,NA
256,4,IVFR,180,210,NA
256,0,SOSE,60,90,NA
257,2,BareOrWater,NA,NA,NA
257,2,C4,40,80,NA
257,1,Dead,5,NA,NA
257,3,IVFR,125,150,NA
257,0,KOVI,15,20,NA
257,2,PHAU,40,80,NA
257,2,SCAM,70,100,NA
257,2,SOSE,50,70,NA
258,1,BareOrWater,NA,NA,NA
258,4,C4,30,95,NA
258,1,Dead,25,NA,NA
258,2,IVFR,40,150,NA
258,3,PHAU,90,255,NA
258,0,SOSE,80,100,NA
258,2,Unknown,80,145,NA
259,4,Dead,10,NA,NA
259,1,SCAM,30,160,NA
259,5,TYLA,115,200,NA
260,5,C4,70,100,NA
260,2,SCAM,80,155,NA
260,1,TYLA,70,145,NA
261,2,C4,45,70,NA
261,0,Dead,5,NA,NA
261,2,IVFR,100,140,NA
261,2,SCAM,35,130,NA
262,2,BareOrWater,NA,NA,NA
262,2,C4,40,90,NA
262,2,IVFR,165,165,NA
262,0,KOVI,90,100,NA
262,NA,PHAU,40,70,NA
262,2,SCAM,45,120,NA
263,0,C4,35,70,NA
263,3,Dead,40,200,NA
263,3,IVFR,170,190,NA
263,0,KOVI,5,5,NA
263,2,PHAU,50,165,NA
263,0,SCAM,140,140,NA
264,2,BareOrWater,NA,NA,NA
264,2,Dead,30,NA,NA
264,3,IVFR,90,220,NA
264,4,PHAU,90,220,NA
264,3,SCAM,145,145,NA
264,2,SPCY,50,125,NA
265,2,BareOrWater,NA,NA,NA
265,0,Dead,0,NA,NA
265,5,IVFR,160,180,NA
265,2,SCAM,115,140,NA
266,5,BareOrWater,NA,NA,NA
266,2,IVFR,155,155,NA
266,1,SPCY,85,85,NA
267,4,BareOrWater,NA,NA,NA
267,3,C4,60,95,NA
267,0,Dead,0,NA,NA
267,2,IVFR,150,150,NA
267,0,KOVI,65,65,NA
267,2,PHAU,120,220,NA
268,3,BareOrWater,NA,NA,NA
268,3,C4,40,100,NA
268,3,Dead,5,NA,NA
268,4,IVFR,180,195,NA
268,2,SPCY,80,115,NA
269,1,BareOrWater,NA,NA,NA
269,3,C4,30,85,NA
269,2,Dead,200,NA,NA
269,3,IVFR,90,NA,NA
269,NA,KOVI,10,150,NA
269,1,SOSE,60,100,NA
270,4,C4,30,70,NA
270,2,IVFR,105,140,NA
270,0,SCAM,85,85,NA
270,1,SOSE,75,80,NA
271,5,C4,40,65,NA
271,0,Dead,15,NA,NA
271,2,SOSE,50,80,NA
272,3,BareOrWater,NA,NA,NA
272,1,C4,15.8,NA,NA
272,1,Dead,25,NA,NA
272,4,IVFR,130,160,NA
272,0,KOVI,10,85,NA
272,1,SCAM,70,120,NA
273,4,BareOrWater,NA,NA,NA
273,1,Dead,20,NA,NA
273,3,IVFR,145,170,NA
273,0,SCAM,140,140,NA
273,2,SPCY,105,205,NA
274,4,BareOrWater,NA,NA,NA
274,3,C4,20,70,NA
274,0,Dead,100,140,NA
274,2,SPAL,30,90,NA
274,0,SPCY,195,195,NA
275,4,Dead,5,70,NA
275,0,SCAM,100,100,NA
275,4,TYLA,60,220,NA
276,5,BareOrWater,NA,NA,NA
276,2,SCAM,25,140,NA
276,0,SOSE,15,80,NA
276,2,TYLA,70,150,NA
277,2,C4,50,80,NA
277,4,Dead,15,NA,NA
277,3,SCAM,55,105,NA
278,4,C4,35,75,NA
278,3,Dead,15,NA,NA
278,0,PHAU,80,170,NA
278,2,SCAM,30,100,NA
279,3,BareOrWater,NA,NA,NA
279,3,C4,30,100,NA
279,1,Dead,40,NA,NA
279,3,IVFR,80,150,NA
279,0,PHAU,130,150,NA
279,2,SCAM,70,150,NA
280,4,C4,60,100,NA
280,1,Dead,40,NA,NA
280,3,IVFR,120,165,NA
280,1,PHAU,150,180,NA
280,2,SCAM,80,150,NA
281,2,BareOrWater,NA,NA,NA
281,1,Dead,230,230,NA
281,3,IVFR,160,200,NA
281,4,PHAU,130,250,NA
281,0,SCAM,115,120,NA
282,3,BareOrWater,NA,NA,NA
282,1,Dead,230,230,NA
282,3,IVFR,190,200,NA
282,3,PHAU,115,260,NA
282,0,SCAM,115,140,NA
283,4,BareOrWater,NA,NA,NA
283,1,C4,30,85,NA
283,0,Dead,5,260,NA
283,0,IVFR,80,80,NA
283,4,PHAU,105,230,NA
283,0,SCAM,105,185,NA
284,3,BareOrWater,NA,NA,NA
284,2,Dead,15,NA,NA
284,4,PHAU,85,190,NA
285,3,BareOrWater,NA,NA,pond
285,3,C4,60,80,pond
285,3,IVFR,180,190,pond
285,0,KOVI,50,50,pond
285,2,SCAM,100,140,pond
286,1,BareOrWater,NA,NA,NA
286,3,IVFR,175,180,NA
286,3,SCAM,100,190,NA
286,2,SPCY,180,290,NA
287,4,BareOrWater,NA,NA,NA
287,1,Dead,5,NA,NA
287,0,SCAM,140,180,NA
287,4,TYLA,120,160,NA
288,2,Dead,70,275,NA
288,5,PHAU,100,250,NA
289,1,Dead,40,200,NA
289,5,PHAU,100,240,NA
290,1,Dead,70,275,NA
290,5,PHAU,90,210,NA
291,2,Dead,60,NA,NA
291,5,PHAU,60,NA,NA
292,0,C4,60,60,NA
292,4,Dead,50,NA,NA
292,1,SCAM,40,140,NA
292,1,SPCY,20,150,NA
293,0,C4,50,80,NA
293,2,Dead,15,NA,NA
293,1,SCAM,25,100,NA
294,2,C4,70,90,NA
294,4,Dead,40,NA,NA
294,3,IVFR,90,140,NA
294,2,SCAM,45,180,NA
295,4,BareOrWater,NA,NA,pond
295,4,IVFR,NA,NA,pond
295,3,PHAU,NA,NA,pond
296,1,Dead,0,NA,NA
296,5,PHAU,140,250,NA
297,5,BareOrWater,NA,NA,pond
298,3,BareOrWater,NA,NA,NA
298,4,IVFR,180,230,NA
298,3,SCAM,150,150,NA
299,4,BareOrWater,NA,NA,NA
299,0,Dead,0,NA,NA
299,2,IVFR,160,160,NA
299,3,PHAU,130,250,NA
299,2,SPCY,150,200,NA
300,4,BareOrWater,NA,NA,NA
300,1,Dead,5,NA,NA
300,1,IVFR,200,200,NA
300,3,PHAU,110,260,NA
301,1,Dead,5,320,NA
301,2,KOVI,160,190,NA
301,4,PHAU,140,350,NA
301,0,SCAM,125,135,NA
302,4,C4,45,75,NA
302,1,Dead,10,NA,NA
302,1,SCAM,15,60,NA
303,4,C4,50,80,NA
303,1,Dead,15,NA,NA
303,0,AMAR,80,80,NA
303,0,IVFR,140,140,NA
303,3,SCAM,110,NA,NA
304,3,C4,40,80,NA
304,1,Dead,0,NA,NA
304,3,SCAM,80,115,NA
304,0,Unknown,60,60,NA
305,0,C4,30,60,NA
305,0,Dead,5,NA,NA
305,4,IVFR,90,165,NA
305,2,SCAM,140,170,NA
306,1,Dead,90,320,NA
306,3,PHAU,125,210,NA
307,1,Dead,240,NA,NA
307,5,PHAU,100,240,NA
307,NA,SCAM,80,80,NA
308,1,Dead,260,NA,NA
308,2,KOVI,165,165,NA
308,5,PHAU,90,250,NA
309,1,Dead,230,NA,NA
309,5,PHAU,90,230,NA
309,NA,TYLA,0,NA,NA
310,1,Dead,340,NA,NA
310,5,PHAU,125,330,NA
311,1,Dead,90,270,NA
311,5,PHAU,140,360,NA
312,1,BareOrWater,NA,NA,NA
312,2,Dead,25,NA,NA
312,5,PHAU,210,340,NA
313,1,BareOrWater,NA,NA,NA
313,1,Dead,10,NA,NA
313,5,PHAU,200,370,NA
314,2,Dead,20,160,NA
314,1,SCAM,90,150,NA
314,3,TYLA,85,140,NA
315,3,C4,50,85,NA
315,4,Dead,15,NA,NA
315,2,SCAM,75,120,NA
316,4,C4,30,80,NA
316,3,Dead,15,NA,NA
316,3,SCAM,90,115,NA
317,1,BareOrWater,NA,NA,NA
317,2,C4,60,90,NA
317,3,Dead,5,NA,NA
317,2,IVFR,100,160,NA
317,2,SCAM,80,145,NA
318,4,BareOrWater,NA,NA,NA
318,0,Dead,0,NA,NA
318,0,IVFR,260,260,NA
318,3,PHAU,150,265,NA
319,1,BareOrWater,NA,NA,NA
319,2,C4,60,85,NA
319,1,Dead,10,NA,NA
319,3,IVFR,165,195,NA
319,2,PHAU,60,125,NA
319,1,SCAM,NA,NA,NA
320,1,BareOrWater,NA,NA,NA
320,1,Dead,5,NA,NA
320,3,IVFR,200,200,NA
320,2,PHAU,60,175,NA
320,0,SCAM,90,165,NA
321,0,AMAR,140,140,NA
321,1,BareOrWater,NA,NA,NA
321,1,Dead,5,NA,NA
321,4,PHAU,50,185,NA
321,0,SCAM,70,120,NA
321,0,Unknown,55,55,NA
322,3,BareOrWater,NA,NA,NA
322,1,Dead,5,215,NA
322,3,IVFR,170,210,NA
322,3,PHAU,10,215,NA
323,1,BareOrWater,NA,NA,NA
323,1,Dead,5,225,NA
323,NA,PHAU,95,219,NA
324,2,BareOrWater,NA,NA,NA
324,1,C4,70.9,NA,NA
324,0,Dead,10,NA,NA
324,3,IVFR,210,210,NA
324,3,PHAU,170,240,NA
325,0,AMAR,NA,NA,NA
325,4,BareOrWater,NA,NA,NA
325,2,IVFR,120,180,NA
325,4,SPAL,75,170,NA
326,3,Dead,30,260,NA
326,5,SPCY,40,245,NA
327,2,Dead,280,NA,dead is mostly spcy
327,0,Hibiscus,90,150,dead is mostly spcy
327,3,SPCY,120,230,dead is mostly spcy
327,0,TYLA,110,110,dead is mostly spcy
328,3,BareOrWater,NA,NA,NA
328,1,Dead,50,NA,NA
328,2,SPCY,180,215,NA
328,3,TYLA,100,165,NA
329,1,Dead,20,NA,NA
329,NA,KOVI,35,170,NA
329,3,PHAU,170,270,NA
329,0,SCAM,70,110,NA
329,NA,TYLA,110,200,NA
330,3,C4,50,60,NA
330,0,Dead,0,NA,NA
330,4,IVFR,240,240,NA
330,0,SCAM,110,160,NA
330,2,SPCY,185,200,NA
331,1,BareOrWater,NA,NA,NA
331,0,KOVI,140,160,NA
331,4,PHAU,75,190,NA
331,0,SCAM,150,150,NA
331,0,SPCY,160,200,NA
332,4,BareOrWater,NA,NA,on creak
332,4,PHAU,100,260,on creak
332,0,SCAM,70,180,on creak
333,2,Dead,30,NA,NA
333,1,IVFR,170,170,NA
333,4,KOVI,30,160,NA
333,2,PHAU,50,180,NA
333,0,SCAM,70,160,NA
334,1,BareOrWater,NA,NA,NA
334,1,Dead,5,NA,NA
334,0,AMAR,50,50,NA
334,4,PHAU,140,215,NA
335,1,BareOrWater,NA,NA,NA
335,1,Dead,NA,NA,NA
335,4,PHAU,30,160,NA
335,0,SCAM,70,115,NA
336,1,Dead,15,215,NA
336,4,PHAU,80,195,NA
336,0,SCAM,110,140,NA
337,3,Dead,NA,NA,dead is mostly spcy
337,1,IVFR,70,215,dead is mostly spcy
337,1,PHAU,140,230,dead is mostly spcy
338,2,BareOrWater,NA,NA,NA
338,5,IVFR,200,230,NA
339,4,BareOrWater,NA,NA,iva knocked over
339,1,Dead,10,NA,iva knocked over
339,3,SCAM,80,160,iva knocked over
340,NA,Dead,10,NA,NA
340,4,PHAU,215,290,NA
340,0,SCAM,140,170,NA
341,1,BareOrWater,NA,NA,NA
341,1,Dead,5,NA,NA
341,4,PHAU,100,265,NA
341,0,SCAM,50,120,NA
342,5,BareOrWater,NA,NA,NA
342,1,IVFR,180,180,NA
342,0,PHAU,85,85,NA
342,1,SPCY,190,190,NA
343,4,BareOrWater,NA,NA,NA
343,4,PHAU,50,235,NA
344,3,Dead,25,NA,NA
344,5,PHAU,120,230,NA
345,2,C4,70,100,NA
345,3,Dead,15,NA,NA
345,0,KOVI,140,140,NA
345,3,SCAM,90,150,NA
346,1,C4,70,110,NA
346,2,Dead,20,NA,NA
346,4,IVFR,140,170,NA
346,1,SPAL,120,145,NA
347,4,BareOrWater,NA,NA,NA
347,1,Dead,20,40,NA
347,4,PHAU,70,215,NA
348,4,BareOrWater,NA,NA,NA
348,1,Dead,5,NA,NA
348,2,IVFR,110,170,NA
348,1,PHAU,120,250,NA
348,1,SCAM,5,125,NA
349,5,BareOrWater,NA,NA,NA
349,0,C4,50,70,NA
349,0,Dead,150,150,NA
349,1,IVFR,200,210,NA
349,0,SCAM,110,110,NA
349,0,SPCY,200,200,NA
350,3,C4,50,70,NA
350,4,Dead,25,NA,NA
350,2,SCAM,60,120,NA
351,3,C4,40,70,NA
351,4,Dead,20,NA,NA
351,2,SCAM,60,120,NA
352,1,BareOrWater,NA,NA,NA
352,1,C4,40,90,NA
352,3,Dead,30,NA,NA
352,3,IVFR,140,150,NA
352,2,SCAM,40,165,NA
353,1,BareOrWater,NA,NA,NA
353,2,Dead,20,NA,NA
353,0,KOVI,180,180,NA
353,4,PHAU,75,220,NA
353,3,SCAM,90,140,NA
354,0,BareOrWater,NA,NA,NA
354,2,Dead,10,NA,NA
354,5,PHAU,175,275,NA
355,4,BareOrWater,NA,NA,NA
355,1,Dead,10,NA,NA
355,4,PHAU,90,295,NA
356,2,Dead,10,NA,NA
356,3,IVFR,190,200,NA
356,4,PHAU,135,230,NA
357,5,C4,45,90,NA
357,2,Dead,5,NA,NA
357,0,IVFR,110,110,NA
358,2,BareOrWater,NA,NA,NA
358,2,Dead,15,NA,NA
358,2,IVFR,200,180,NA
358,1,KOVI,180,180,NA
358,NA,PHAU,130,220,NA
359,2,Dead,10,NA,NA
359,NA,KOVI,50,170,NA
359,4,SPCY,190,220,NA
360,2,IVFR,195,195,NA
360,0,SCAM,100,150,NA
360,4,SPCY,200,260,NA
361,4,PHAU,100,240,NA
361,1,SCAM,55,100,NA
361,4,SPCY,150,200,NA
362,3,BareOrWater,NA,NA,NA
362,3,IVFR,110,210,NA
362,4,PHAU,25,200,NA
362,0,SPCY,55,180,NA
363,1,BareOrWater,NA,NA,NA
363,2,Dead,10,280,NA
363,4,PHAU,120,245,NA
364,5,BareOrWater,NA,NA,NA
365,3,IVFR,160,170,NA
365,0,PHAU,60,190,NA
365,4,SPAL,60,110,NA
365,0,SPCY,160,170,NA
366,2,BareOrWater,NA,NA,NA
366,4,C4,30,75,NA
366,1,Dead,20,NA,NA
366,1,IVFR,175,NA,NA
366,2,KOVI,50,50,NA
366,3,SCAM,60,135,NA
367,3,C4,30,75,NA
367,3,Dead,15,NA,NA
367,2,SCAM,30,130,NA
368,2,C4,40,70,NA
368,4,Dead,20,NA,NA
368,2,SCAM,70,115,NA
369,3,C4,35,80,NA
369,4,Dead,15,NA,NA
369,2,SCAM,NA,NA,NA
370,2,C4,50,80,dead is mostly scam
370,4,Dead,25,NA,dead is mostly scam
370,3,SCAM,50,90,dead is mostly scam
371,2,BareOrWater,NA,NA,NA
371,1,Dead,20,210,NA
371,3,IVFR,140,150,NA
371,0,KOVI,20,80,NA
371,2,PHAU,50,175,NA
371,0,SCAM,100,100,NA
372,1,BareOrWater,NA,NA,NA
372,1,Dead,10,260,NA
372,4,PHAU,60,260,NA
372,3,SCAM,90,150,NA
373,5,BareOrWater,NA,NA,NA
373,0,PHAU,120,160,NA
374,1,C4,50,90,NA
374,4,Dead,30,NA,NA
374,2,IVFR,120,150,NA
374,0,PHAU,120,140,NA
374,3,SCAM,30,140,NA
375,1,BareOrWater,NA,NA,NA
375,3,C4,25,90,NA
375,2,Dead,35,NA,NA
375,2,KOVI,60,145,NA
375,1,SCAM,70,130,NA
376,4,C4,40,90,NA
376,2,Dead,20,NA,NA
376,1,IVFR,120,120,NA
376,1,SCAM,85,130,NA
377,5,C4,40,70,NA
377,1,Dead,10,NA,NA
377,2,SCAM,45,100,NA
378,3,BareOrWater,NA,NA,NA
378,4,IVFR,195,195,NA
378,1,PHAU,120,120,NA
378,0,SCAM,150,150,NA
379,4,Dead,10,NA,NA
379,3,IVFR,200,200,NA
379,2,PHAU,105,225,NA
380,4,Dead,10,NA,NA
380,4,PHAU,50,225,NA
381,0,BareOrWater,NA,NA,NA
381,2,Dead,30,210,NA
381,3,PHAU,100,225,NA
381,4,SCAM,140,180,NA
382,3,Dead,5,NA,NA
382,3,IVFR,180,150,NA
382,4,PHAU,80,260,NA
382,NA,SCAM,130,155,NA
383,3,C4,60,120,NA
383,1,Dead,15,230,NA
383,2,Hibiscus,280,280,NA
383,2,IVFR,100,190,NA
383,3,PHAU,10,230,NA
383,0,SCAM,90,100,NA
384,3,BareOrWater,NA,NA,NA
384,3,C4,60,80,NA
384,1,Dead,25,NA,NA
384,2,SCAM,25,145,NA
384,0,Unknown,40,40,NA
385,1,BareOrWater,NA,NA,NA
385,5,C4,30,90,NA
385,2,Dead,20,NA,NA
385,1,SCAM,50,135,NA
386,0,BareOrWater,NA,NA,NA
386,4,C4,30,85,NA
386,3,Dead,10,NA,NA
386,2,SCAM,55,115,NA
387,NA,AMAR,50,50,NA
387,0,BareOrWater,NA,NA,NA
387,2,C4,45,80,NA
387,3,Dead,5,NA,NA
387,3,SCAM,75,140,NA
388,2,BareOrWater,NA,NA,NA
388,2,Dead,30,260,NA
388,4,PHAU,55,210,NA
388,0,SCAM,70,120,NA
389,3,BareOrWater,NA,NA,NA
389,1,Dead,25,265,NA
389,2,IVFR,110,150,NA
389,3,PHAU,150,260,NA
389,0,SCAM,120,155,NA
390,2,BareOrWater,NA,NA,NA
390,4,Dead,30,170,NA
390,1,IVFR,180,180,NA
390,2,KOVI,150,155,NA
390,2,PHAU,80,170,NA
390,0,SCAM,80,140,NA
391,3,C4,40,80,NA
391,3,Dead,30,NA,NA
391,2,SCAM,50,110,NA
392,4,Dead,15,NA,NA
392,NA,PHAU,80,210,NA
392,3,SCAM,65,120,NA
393,2,C4,50,70,NA
393,4,Dead,25,NA,NA
393,2,SCAM,80,125,NA
394,3,Dead,5,390,dead is mostly phrag
394,2,IVFR,200,200,dead is mostly phrag
394,4,PHAU,80,235,dead is mostly phrag
395,2,IVFR,170,170,NA
395,2,PHAU,90,215,NA
396,5,PHAU,220,310,NA
396,0,SCAM,170,170,NA
397,5,Dead,NA,NA,NA
397,2,PHAU,90,220,NA
398,1,Dead,5,210,NA
398,5,PHAU,120,250,NA
399,0,BareOrWater,NA,NA,NA
399,2,Dead,5,260,NA
399,4,PHAU,60,215,NA
400,1,Dead,20,250,NA
400,2,IVFR,180,180,NA
400,4,PHAU,80,240,NA
400,0,SCAM,125,135,NA
400,0,SPCY,130,230,NA
401,4,BareOrWater,NA,NA,NA
401,3,C4,60,120,NA
401,1,Dead,10,NA,NA
401,3,IVFR,140,170,NA
401,2,SCAM,80,130,NA
401,1,SPCY,170,180,NA
402,0,BareOrWater,NA,NA,NA
402,4,Dead,15,NA,NA
402,1,SCAM,50,160,NA
402,0,SPCY,15,15,NA
402,3,TYLA,80,110,NA
403,0,BareOrWater,NA,NA,NA
403,4,Dead,10,NA,NA
403,3,SCAM,44,135,NA
403,0,TYLA,120,130,NA
404,2,BareOrWater,NA,NA,NA
404,1,C4,55,65,NA
404,2,Dead,20,160,NA
404,2,PHAU,85,180,NA
404,3,SCAM,15,145,NA
405,4,BareOrWater,NA,NA,NA
405,1,Dead,5,190,NA
405,4,PHAU,125,280,NA
405,0,SCAM,135,135,NA
406,0,AMAR,155,155,NA
406,3,BareOrWater,NA,NA,NA
406,3,C4,55,80,NA
406,0,Dead,10,NA,NA
406,2,IVFR,160,160,NA
406,2,PHAU,80,210,NA
406,0,SPCY,110,110,NA
407,3,C4,70,90,NA
407,0,Dead,0,NA,NA
407,3,IVFR,170,185,NA
407,1,SCAM,60,135,NA
408,1,BareOrWater,NA,NA,NA
408,3,C4,50,80,NA
408,3,Dead,10,NA,NA
408,0,PHAU,110,110,NA
408,2,SCAM,70,110,NA
409,3,C4,30,60,NA
409,2,Dead,20,NA,NA
409,3,SCAM,70,110,NA
410,3,C4,35,75,NA
410,3,Dead,20,NA,NA
410,2,SCAM,50,105,NA
411,3,Dead,15,220,NA
411,4,PHAU,70,185,NA
412,3,Dead,15,260,NA
412,3,PHAU,115,195,NA
413,1,Dead,220,NA,NA
413,4,IVFR,190,190,NA
413,3,PHAU,70,200,NA
413,0,SCAM,110,150,NA
414,2,BareOrWater,NA,NA,NA
414,1,Dead,5,NA,NA
414,3,IVFR,160,130,NA
414,3,PHAU,30,220,NA
415,3,BareOrWater,NA,NA,NA
415,1,Dead,300,NA,NA
415,2,IVFR,250,250,NA
415,4,PHAU,140,300,NA
416,1,BareOrWater,NA,NA,NA
416,2,Dead,10,280,NA
416,3,IVFR,210,230,NA
416,4,PHAU,150,290,NA
417,1,BareOrWater,NA,NA,NA
417,1,Dead,15,290,NA
417,4,IVFR,20,190,NA
417,4,PHAU,110,230,NA
418,3,C4,30,90,NA
418,2,Dead,10,NA,NA
418,3,IVFR,140,160,NA
418,0,PHAU,240,240,NA
418,2,SCAM,90,130,NA
419,3,C4,5,100,NA
419,3,Dead,20,NA,NA
419,3,SCAM,70,150,NA
420,2,BareOrWater,NA,NA,NA
420,2,C4,30,60,NA
420,3,Dead,20,NA,NA
420,3,SCAM,60,115,NA
421,4,C4,50,100,NA
421,1,Dead,5,NA,NA
421,2,IVFR,110,180,NA
421,1,SCAM,110,150,NA
422,1,BareOrWater,NA,NA,NA
422,1,C4,90,150,NA
422,1,Dead,10,NA,NA
422,4,IVFR,140,160,NA
422,1,SCAM,95,140,NA
423,4,BareOrWater,NA,NA,NA
423,1,Dead,20,260,NA
423,0,AMAR,110,110,NA
423,3,PHAU,110,210,NA
424,4,BareOrWater,NA,NA,NA
424,1,Dead,250,NA,NA
424,4,PHAU,125,230,NA
424,0,SCAM,110,110,NA
425,0,BareOrWater,NA,NA,NA
425,1,Dead,5,280,NA
425,0,IVFR,NA,NA,NA
425,4,PHAU,90,170,NA
426,3,BareOrWater,NA,NA,NA
426,2,Dead,10,240,NA
426,3,IVFR,215,215,NA
426,3,PHAU,100,200,NA
427,4,BareOrWater,NA,NA,NA
427,1,Dead,5,270,NA
427,1,IVFR,170,180,NA
427,4,PHAU,110,280,NA
428,1,BareOrWater,NA,NA,NA
428,3,C4,20,85,NA
428,4,IVFR,NA,NA,NA
428,0,SCAM,85,85,NA
429,2,C4,20,60,NA
429,4,Dead,15,NA,NA
429,2,SCAM,40,105,NA
430,4,C4,40,100,NA
430,1,Dead,5,NA,NA
430,1,Hibiscus,115,115,NA
430,0,IVFR,200,NA,NA
430,3,SCAM,80,120,NA
431,2,BareOrWater,NA,NA,NA
431,2,C4,40,75,NA
431,3,Dead,10,NA,NA
431,2,SCAM,45,115,NA
432,4,BareOrWater,NA,NA,NA
432,1,C4,5,75,NA
432,2,SCAM,15,115,NA
433,4,BareOrWater,NA,NA,NA
433,2,C4,60,80,NA
433,1,Dead,10,NA,NA
433,3,IVFR,130,150,NA
433,0,PHAU,70,150,NA
433,1,SCAM,70,130,NA
434,1,C4,50,90,NA
434,4,IVFR,150,180,NA
434,1,PHAU,200,230,NA
434,1,SPCY,170,250,NA
435,5,BareOrWater,NA,NA,water
435,1,IVFR,180,220,water
436,0,Dead,5,NA,NA
436,4,PHAU,175,250,NA
437,2,BareOrWater,NA,NA,NA
437,2,C4,70,120,NA
437,3,Dead,5,NA,NA
437,3,PHAU,65,195,NA
437,0,SCAM,60,100,NA
438,2,C4,90,110,NA
438,2,Dead,30,NA,NA
438,2,IVFR,180,180,NA
438,4,PHAU,110,250,NA
439,1,BareOrWater,NA,NA,NA
439,2,C4,30,70,NA
439,4,Dead,20,NA,NA
439,0,Hibiscus,70,70,NA
439,2,SCAM,35,140,NA
440,3,C4,55,60,NA
440,4,Dead,10,NA,NA
440,2,SCAM,55,110,NA
441,1,BareOrWater,NA,NA,NA
441,2,C4,45,70,NA
441,4,Dead,10,NA,NA
441,1,KOVI,115,120,NA
441,2,SCAM,60,130,NA
442,3,Dead,5,NA,NA
442,2,KOVI,150,170,NA
442,3,SPCY,100,230,NA
442,0,Unknown,11,40,NA
443,1,BareOrWater,NA,NA,NA
443,2,C4,60,70,NA
443,1,Dead,5,NA,NA
443,4,SCAM,50,150,NA
444,4,BareOrWater,NA,NA,NA
444,2,C4,45,70,NA
444,1,SCAM,70,115,NA
445,3,C4,30,80,NA
445,3,Dead,15,NA,NA
445,3,SCAM,80,130,NA
446,2,C4,55,90,NA
446,1,Dead,30,NA,NA
446,3,IVFR,140,180,NA
446,2,SCAM,75,140,NA
447,3,BareOrWater,NA,NA,NA
447,3,C4,60,80,NA
447,3,Dead,10,NA,NA
447,3,IVFR,150,150,NA
447,2,SCAM,50,150,NA
448,4,BareOrWater,NA,NA,NA
448,1,C4,60,80,NA
448,0,Dead,5,NA,NA
448,1,IVFR,130,140,NA
448,3,PHAU,80,180,NA
449,1,Dead,30,320,NA
449,1,IVFR,170,180,NA
449,5,PHAU,120,240,NA
450,2,BareOrWater,NA,NA,NA
450,3,C4,60,130,NA
450,1,Dead,25,NA,NA
450,4,IVFR,170,190,NA
451,4,BareOrWater,NA,NA,NA
451,2,C4,30,100,NA
451,1,Dead,20,NA,NA
451,3,SCAM,40,130,NA
452,2,Dead,30,NA,NA
452,2,Hibiscus,80,100,NA
452,1,SPAL,70,100,NA
452,4,SPCY,130,200,NA
453,1,Dead,15,NA,NA
453,NA,KOVI,115,130,NA
453,3,SPCY,100,200,NA
453,1,Unknown,20,40,NA
454,4,C4,30,75,NA
454,2,Dead,10,NA,NA
454,0,KOVI,60,110,NA
454,2,PHAU,95,195,NA
455,2,BareOrWater,NA,NA,NA
455,2,Dead,15,NA,NA
455,4,PHAU,55,150,NA
455,2,SPCY,40,200,NA
456,2,C4,60,90,NA
456,4,Dead,30,NA,NA
456,3,SCAM,60,115,NA
457,4,C4,30,75,NA
457,1,Dead,15,NA,NA
457,3,SCAM,55,120,NA
458,3,BareOrWater,NA,NA,NA
458,2,C4,5,70,NA
458,1,Dead,30,NA,NA
458,3,SCAM,30,140,NA
459,4,BareOrWater,NA,NA,pond
459,2,C4,10,100,pond
