refuge,site,SET,azi,pin,pin_length_mm,date,pinvalue_mm,navd88_arm_mm,navd88_pinvalue_mm,date_numeric
Aransas,ICWW,SET 3,253,7,915,2019-04-10,452,832.6,369.6,4.83
Aransas,ICWW,SET 3,253,7,915,2019-12-04,451,832.6,368.6,5.48
Aransas,ICWW,SET 3,346,7,915,2014-06-12,427,832.6,344.6,0.00
Aransas,ICWW,SET 3,346,7,915,2014-12-11,406,832.6,323.6,0.50
Aransas,ICWW,SET 3,346,7,915,2015-04-15,434,832.6,351.6,0.84
Aransas,ICWW,SET 3,346,7,915,2015-09-02,384,832.6,301.6,1.22
Aransas,ICWW,SET 3,346,7,915,2016-04-06,434,832.6,351.6,1.82
Aransas,ICWW,SET 3,346,7,915,2017-05-19,420,832.6,337.6,2.93
Aransas,ICWW,SET 3,346,7,915,2017-11-09,447,832.6,364.6,3.41
Aransas,ICWW,SET 3,346,7,915,2018-04-05,449,832.6,366.6,3.81
Aransas,ICWW,SET 3,346,7,915,2018-11-16,453,832.6,370.6,4.43
Aransas,ICWW,SET 3,346,7,915,2019-04-10,468,832.6,385.6,4.83
Aransas,ICWW,SET 3,346,7,915,2019-12-04,460,832.6,377.6,5.48
Aransas,ICWW,SET 3,81,8,916,2014-06-12,438,832.6,354.6,0.00
Aransas,ICWW,SET 3,81,8,916,2014-12-11,421,832.6,337.6,0.50
Aransas,ICWW,SET 3,81,8,916,2015-04-15,438,832.6,354.6,0.84
Aransas,ICWW,SET 3,81,8,916,2015-09-02,430,832.6,346.6,1.22
Aransas,ICWW,SET 3,81,8,916,2016-04-06,442,832.6,358.6,1.82
Aransas,ICWW,SET 3,81,8,916,2017-05-19,439,832.6,355.6,2.93
Aransas,ICWW,SET 3,81,8,916,2017-11-09,437,832.6,353.6,3.41
Aransas,ICWW,SET 3,81,8,916,2018-04-05,445,832.6,361.6,3.81
Aransas,ICWW,SET 3,81,8,916,2018-11-16,431,832.6,347.6,4.43
Aransas,ICWW,SET 3,81,8,916,2019-04-10,439,832.6,355.6,4.83
Aransas,ICWW,SET 3,81,8,916,2019-12-04,432,832.6,348.6,5.48
Aransas,ICWW,SET 3,166,8,916,2014-06-12,438,832.6,354.6,0.00
Aransas,ICWW,SET 3,166,8,916,2014-12-11,410,832.6,326.6,0.50
Aransas,ICWW,SET 3,166,8,916,2015-04-15,441,832.6,357.6,0.84
Aransas,ICWW,SET 3,166,8,916,2015-09-02,438,832.6,354.6,1.22
Aransas,ICWW,SET 3,166,8,916,2016-04-06,438,832.6,354.6,1.82
Aransas,ICWW,SET 3,166,8,916,2017-05-19,447,832.6,363.6,2.93
Aransas,ICWW,SET 3,166,8,916,2017-11-09,442,832.6,358.6,3.41
Aransas,ICWW,SET 3,166,8,916,2018-04-05,452,832.6,368.6,3.81
Aransas,ICWW,SET 3,166,8,916,2018-11-16,441,832.6,357.6,4.43
Aransas,ICWW,SET 3,166,8,916,2019-04-10,446,832.6,362.6,4.83
Aransas,ICWW,SET 3,166,8,916,2019-12-04,446,832.6,362.6,5.48
Aransas,ICWW,SET 3,253,8,915,2014-06-12,422,832.6,339.6,0.00
Aransas,ICWW,SET 3,253,8,915,2014-12-11,428,832.6,345.6,0.50
Aransas,ICWW,SET 3,253,8,915,2015-04-15,452,832.6,369.6,0.84
Aransas,ICWW,SET 3,253,8,915,2015-09-02,442,832.6,359.6,1.22
Aransas,ICWW,SET 3,253,8,915,2016-04-06,442,832.6,359.6,1.82
Aransas,ICWW,SET 3,253,8,915,2017-05-19,443,832.6,360.6,2.93
Aransas,ICWW,SET 3,253,8,915,2017-11-09,448,832.6,365.6,3.41
Aransas,ICWW,SET 3,253,8,915,2018-04-05,449,832.6,366.6,3.81
Aransas,ICWW,SET 3,253,8,915,2018-11-16,466,832.6,383.6,4.43
Aransas,ICWW,SET 3,253,8,915,2019-04-10,467,832.6,384.6,4.83
Aransas,ICWW,SET 3,253,8,915,2019-12-04,452,832.6,369.6,5.48
Aransas,ICWW,SET 3,346,8,915,2014-06-12,432,832.6,349.6,0.00
Aransas,ICWW,SET 3,346,8,915,2014-12-11,414,832.6,331.6,0.50
Aransas,ICWW,SET 3,346,8,915,2015-04-15,442,832.6,359.6,0.84
Aransas,ICWW,SET 3,346,8,915,2015-09-02,434,832.6,351.6,1.22
Aransas,ICWW,SET 3,346,8,915,2016-04-06,436,832.6,353.6,1.82
Aransas,ICWW,SET 3,346,8,915,2017-05-19,416,832.6,333.6,2.93
Aransas,ICWW,SET 3,346,8,915,2017-11-09,448,832.6,365.6,3.41
Aransas,ICWW,SET 3,346,8,915,2018-04-05,451,832.6,368.6,3.81
Aransas,ICWW,SET 3,346,8,915,2018-11-16,446,832.6,363.6,4.43
Aransas,ICWW,SET 3,346,8,915,2019-04-10,464,832.6,381.6,4.83
Aransas,ICWW,SET 3,346,8,915,2019-12-04,452,832.6,369.6,5.48
Aransas,ICWW,SET 3,81,9,916,2014-06-12,437,832.6,353.6,0.00
Aransas,ICWW,SET 3,81,9,916,2014-12-11,419,832.6,335.6,0.50
Aransas,ICWW,SET 3,81,9,916,2015-04-15,446,832.6,362.6,0.84
Aransas,ICWW,SET 3,81,9,916,2015-09-02,NA,832.6,NA,1.22
Aransas,ICWW,SET 3,81,9,916,2016-04-06,460,832.6,376.6,1.82
Aransas,ICWW,SET 3,81,9,916,2017-05-19,436,832.6,352.6,2.93
Aransas,ICWW,SET 3,81,9,916,2017-11-09,437,832.6,353.6,3.41
Aransas,ICWW,SET 3,81,9,916,2018-04-05,443,832.6,359.6,3.81
Aransas,ICWW,SET 3,81,9,916,2018-11-16,432,832.6,348.6,4.43
Aransas,ICWW,SET 3,81,9,916,2019-04-10,437,832.6,353.6,4.83
Aransas,ICWW,SET 3,81,9,916,2019-12-04,427,832.6,343.6,5.48
Aransas,ICWW,SET 3,166,9,916,2014-06-12,444,832.6,360.6,0.00
Aransas,ICWW,SET 3,166,9,916,2014-12-11,410,832.6,326.6,0.50
Aransas,ICWW,SET 3,166,9,916,2015-04-15,441,832.6,357.6,0.84
Aransas,ICWW,SET 3,166,9,916,2015-09-02,435,832.6,351.6,1.22
Aransas,ICWW,SET 3,166,9,916,2016-04-06,440,832.6,356.6,1.82
Aransas,ICWW,SET 3,166,9,916,2017-05-19,438,832.6,354.6,2.93
Aransas,ICWW,SET 3,166,9,916,2017-11-09,435,832.6,351.6,3.41
Aransas,ICWW,SET 3,166,9,916,2018-04-05,441,832.6,357.6,3.81
Aransas,ICWW,SET 3,166,9,916,2018-11-16,441,832.6,357.6,4.43
Aransas,ICWW,SET 3,166,9,916,2019-04-10,441,832.6,357.6,4.83
Aransas,ICWW,SET 3,166,9,916,2019-12-04,441,832.6,357.6,5.48
Aransas,ICWW,SET 3,253,9,915,2014-06-12,420,832.6,337.6,0.00
Aransas,ICWW,SET 3,253,9,915,2014-12-11,421,832.6,338.6,0.50
Aransas,ICWW,SET 3,253,9,915,2015-04-15,450,832.6,367.6,0.84
Aransas,ICWW,SET 3,253,9,915,2015-09-02,449,832.6,366.6,1.22
Aransas,ICWW,SET 3,253,9,915,2016-04-06,452,832.6,369.6,1.82
Aransas,ICWW,SET 3,253,9,915,2017-05-19,442,832.6,359.6,2.93
Aransas,ICWW,SET 3,253,9,915,2017-11-09,443,832.6,360.6,3.41
Aransas,ICWW,SET 3,253,9,915,2018-04-05,444,832.6,361.6,3.81
Aransas,ICWW,SET 3,253,9,915,2018-11-16,443,832.6,360.6,4.43
Aransas,ICWW,SET 3,253,9,915,2019-04-10,453,832.6,370.6,4.83
Aransas,ICWW,SET 3,253,9,915,2019-12-04,459,832.6,376.6,5.48
Aransas,ICWW,SET 3,346,9,915,2014-06-12,421,832.6,338.6,0.00
Aransas,ICWW,SET 3,346,9,915,2014-12-11,410,832.6,327.6,0.50
Aransas,ICWW,SET 3,346,9,915,2015-04-15,438,832.6,355.6,0.84
Aransas,ICWW,SET 3,346,9,915,2015-09-02,431,832.6,348.6,1.22
Aransas,ICWW,SET 3,346,9,915,2016-04-06,437,832.6,354.6,1.82
Aransas,ICWW,SET 3,346,9,915,2017-05-19,416,832.6,333.6,2.93
Aransas,ICWW,SET 3,346,9,915,2017-11-09,448,832.6,365.6,3.41
Aransas,ICWW,SET 3,346,9,915,2018-04-05,453,832.6,370.6,3.81
Aransas,ICWW,SET 3,346,9,915,2018-11-16,440,832.6,357.6,4.43
Aransas,ICWW,SET 3,346,9,915,2019-04-10,452,832.6,369.6,4.83
Aransas,ICWW,SET 3,346,9,915,2019-12-04,446,832.6,363.6,5.48
Aransas,Matagorda Island,SET 1,88,1,916,2014-06-12,439,746.7,269.7,0.00
Aransas,Matagorda Island,SET 1,88,1,916,2014-12-10,438,746.7,268.7,0.50
Aransas,Matagorda Island,SET 1,88,1,916,2015-04-15,454,746.7,284.7,0.84
Aransas,Matagorda Island,SET 1,88,1,916,2015-09-02,452,746.7,282.7,1.22
Aransas,Matagorda Island,SET 1,88,1,916,2016-04-06,451,746.7,281.7,1.82
Aransas,Matagorda Island,SET 1,88,1,916,2017-05-17,449,746.7,279.7,2.93
Aransas,Matagorda Island,SET 1,88,1,916,2017-11-09,444,746.7,274.7,3.41
Aransas,Matagorda Island,SET 1,88,1,916,2018-04-05,461,746.7,291.7,3.81
Aransas,Matagorda Island,SET 1,88,1,916,2018-11-16,462,746.7,292.7,4.43
Aransas,Matagorda Island,SET 1,88,1,916,2019-04-11,467,746.7,297.7,4.83
Aransas,Matagorda Island,SET 1,88,1,916,2019-12-04,466,746.7,296.7,5.48
Aransas,Matagorda Island,SET 1,175,1,916,2014-06-12,437,746.7,267.7,0.00
Aransas,Matagorda Island,SET 1,175,1,916,2014-12-10,437,746.7,267.7,0.50
Aransas,Matagorda Island,SET 1,175,1,916,2015-04-15,438,746.7,268.7,0.84
Aransas,Matagorda Island,SET 1,175,1,916,2015-09-02,443,746.7,273.7,1.22
Aransas,Matagorda Island,SET 1,175,1,916,2016-04-06,442,746.7,272.7,1.82
Aransas,Matagorda Island,SET 1,175,1,916,2017-05-17,454,746.7,284.7,2.93
Aransas,Matagorda Island,SET 1,175,1,916,2017-11-09,463,746.7,293.7,3.41
Aransas,Matagorda Island,SET 1,175,1,916,2018-04-05,439,746.7,269.7,3.81
Aransas,Matagorda Island,SET 1,175,1,916,2018-11-16,461,746.7,291.7,4.43
Aransas,Matagorda Island,SET 1,175,1,916,2019-04-11,461,746.7,291.7,4.83
Aransas,Matagorda Island,SET 1,175,1,916,2019-12-04,457,746.7,287.7,5.48
Aransas,Matagorda Island,SET 1,262,1,913,2014-06-12,453,746.7,286.7,0.00
Aransas,Matagorda Island,SET 1,262,1,913,2014-12-10,457,746.7,290.7,0.50
Aransas,Matagorda Island,SET 1,262,1,913,2015-04-15,461,746.7,294.7,0.84
Aransas,Matagorda Island,SET 1,262,1,913,2015-09-02,460,746.7,293.7,1.22
Aransas,Matagorda Island,SET 1,262,1,913,2016-04-06,471,746.7,304.7,1.82
Aransas,Matagorda Island,SET 1,262,1,913,2017-05-17,462,746.7,295.7,2.93
Aransas,Matagorda Island,SET 1,262,1,913,2017-11-09,461,746.7,294.7,3.41
Aransas,Matagorda Island,SET 1,262,1,913,2018-04-05,461,746.7,294.7,3.81
Aransas,Matagorda Island,SET 1,262,1,913,2018-11-16,462,746.7,295.7,4.43
Aransas,Matagorda Island,SET 1,262,1,913,2019-04-11,464,746.7,297.7,4.83
Aransas,Matagorda Island,SET 1,262,1,913,2019-12-04,478,746.7,311.7,5.48
Aransas,Matagorda Island,SET 1,350,1,913,2014-06-12,438,746.7,271.7,0.00
Aransas,Matagorda Island,SET 1,350,1,913,2014-12-10,437,746.7,270.7,0.50
Aransas,Matagorda Island,SET 1,350,1,913,2015-04-15,438,746.7,271.7,0.84
Aransas,Matagorda Island,SET 1,350,1,913,2015-09-02,438,746.7,271.7,1.22
Aransas,Matagorda Island,SET 1,350,1,913,2016-04-06,441,746.7,274.7,1.82
Aransas,Matagorda Island,SET 1,350,1,913,2017-05-17,442,746.7,275.7,2.93
Aransas,Matagorda Island,SET 1,350,1,913,2017-11-09,428,746.7,261.7,3.41
Aransas,Matagorda Island,SET 1,350,1,913,2018-04-05,436,746.7,269.7,3.81
Aransas,Matagorda Island,SET 1,350,1,913,2018-11-16,455,746.7,288.7,4.43
Aransas,Matagorda Island,SET 1,350,1,913,2019-04-11,451,746.7,284.7,4.83
Aransas,Matagorda Island,SET 1,350,1,913,2019-12-04,451,746.7,284.7,5.48
Aransas,Matagorda Island,SET 1,88,2,916,2014-06-12,446,746.7,276.7,0.00
Aransas,Matagorda Island,SET 1,88,2,916,2014-12-10,449,746.7,279.7,0.50
Aransas,Matagorda Island,SET 1,88,2,916,2015-04-15,457,746.7,287.7,0.84
Aransas,Matagorda Island,SET 1,88,2,916,2015-09-02,453,746.7,283.7,1.22
Aransas,Matagorda Island,SET 1,88,2,916,2016-04-06,446,746.7,276.7,1.82
Aransas,Matagorda Island,SET 1,88,2,916,2017-05-17,450,746.7,280.7,2.93
Aransas,Matagorda Island,SET 1,88,2,916,2017-11-09,449,746.7,279.7,3.41
Aransas,Matagorda Island,SET 1,88,2,916,2018-04-05,456,746.7,286.7,3.81
Aransas,Matagorda Island,SET 1,88,2,916,2018-11-16,464,746.7,294.7,4.43
Aransas,Matagorda Island,SET 1,88,2,916,2019-04-11,461,746.7,291.7,4.83
Aransas,Matagorda Island,SET 1,88,2,916,2019-12-04,461,746.7,291.7,5.48
Aransas,Matagorda Island,SET 1,175,2,916,2014-06-12,449,746.7,279.7,0.00
Aransas,Matagorda Island,SET 1,175,2,916,2014-12-10,446,746.7,276.7,0.50
Aransas,Matagorda Island,SET 1,175,2,916,2015-04-15,453,746.7,283.7,0.84
Aransas,Matagorda Island,SET 1,175,2,916,2015-09-02,447,746.7,277.7,1.22
Aransas,Matagorda Island,SET 1,175,2,916,2016-04-06,446,746.7,276.7,1.82
Aransas,Matagorda Island,SET 1,175,2,916,2017-05-17,453,746.7,283.7,2.93
Aransas,Matagorda Island,SET 1,175,2,916,2017-11-09,453,746.7,283.7,3.41
Aransas,Matagorda Island,SET 1,175,2,916,2018-04-05,441,746.7,271.7,3.81
Aransas,Matagorda Island,SET 1,175,2,916,2018-11-16,463,746.7,293.7,4.43
Aransas,Matagorda Island,SET 1,175,2,916,2019-04-11,448,746.7,278.7,4.83
Aransas,Matagorda Island,SET 1,175,2,916,2019-12-04,458,746.7,288.7,5.48
Aransas,Matagorda Island,SET 1,262,2,916,2014-06-12,456,746.7,286.7,0.00
Aransas,Matagorda Island,SET 1,262,2,916,2014-12-10,455,746.7,285.7,0.50
Aransas,Matagorda Island,SET 1,262,2,916,2015-04-15,461,746.7,291.7,0.84
Aransas,Matagorda Island,SET 1,262,2,916,2015-09-02,427,746.7,257.7,1.22
Aransas,Matagorda Island,SET 1,262,2,916,2016-04-06,473,746.7,303.7,1.82
Aransas,Matagorda Island,SET 1,262,2,916,2017-05-17,460,746.7,290.7,2.93
Aransas,Matagorda Island,SET 1,262,2,916,2017-11-09,468,746.7,298.7,3.41
Aransas,Matagorda Island,SET 1,262,2,916,2018-04-05,460,746.7,290.7,3.81
Aransas,Matagorda Island,SET 1,262,2,916,2018-11-16,462,746.7,292.7,4.43
Aransas,Matagorda Island,SET 1,262,2,916,2019-04-11,466,746.7,296.7,4.83
Aransas,Matagorda Island,SET 1,262,2,916,2019-12-04,466,746.7,296.7,5.48
Aransas,Matagorda Island,SET 1,350,2,916,2014-06-12,439,746.7,269.7,0.00
Aransas,Matagorda Island,SET 1,350,2,916,2014-12-10,441,746.7,271.7,0.50
Aransas,Matagorda Island,SET 1,350,2,916,2015-04-15,443,746.7,273.7,0.84
Aransas,Matagorda Island,SET 1,350,2,916,2015-09-02,446,746.7,276.7,1.22
Aransas,Matagorda Island,SET 1,350,2,916,2016-04-06,442,746.7,272.7,1.82
Aransas,Matagorda Island,SET 1,350,2,916,2017-05-17,446,746.7,276.7,2.93
Aransas,Matagorda Island,SET 1,350,2,916,2017-11-09,450,746.7,280.7,3.41
Aransas,Matagorda Island,SET 1,350,2,916,2018-04-05,447,746.7,277.7,3.81
Aransas,Matagorda Island,SET 1,350,2,916,2018-11-16,449,746.7,279.7,4.43
Aransas,Matagorda Island,SET 1,350,2,916,2019-04-11,446,746.7,276.7,4.83
Aransas,Matagorda Island,SET 1,350,2,916,2019-12-04,453,746.7,283.7,5.48
Aransas,Matagorda Island,SET 1,88,3,914,2014-06-12,452,746.7,284.7,0.00
Aransas,Matagorda Island,SET 1,88,3,914,2014-12-10,455,746.7,287.7,0.50
Aransas,Matagorda Island,SET 1,88,3,914,2015-04-15,461,746.7,293.7,0.84
Aransas,Matagorda Island,SET 1,88,3,914,2015-09-02,453,746.7,285.7,1.22
Aransas,Matagorda Island,SET 1,88,3,914,2016-04-06,457,746.7,289.7,1.82
Aransas,Matagorda Island,SET 1,88,3,914,2017-05-17,452,746.7,284.7,2.93
Aransas,Matagorda Island,SET 1,88,3,914,2017-11-09,445,746.7,277.7,3.41
Aransas,Matagorda Island,SET 1,88,3,914,2018-04-05,458,746.7,290.7,3.81
Aransas,Matagorda Island,SET 1,88,3,914,2018-11-16,458,746.7,290.7,4.43
Aransas,Matagorda Island,SET 1,88,3,914,2019-04-11,462,746.7,294.7,4.83
Aransas,Matagorda Island,SET 1,88,3,914,2019-12-04,457,746.7,289.7,5.48
Aransas,Matagorda Island,SET 1,175,3,914,2014-06-12,456,746.7,288.7,0.00
Aransas,Matagorda Island,SET 1,175,3,914,2014-12-10,449,746.7,281.7,0.50
Aransas,Matagorda Island,SET 1,175,3,914,2015-04-15,469,746.7,301.7,0.84
Aransas,Matagorda Island,SET 1,175,3,914,2015-09-02,448,746.7,280.7,1.22
Aransas,Matagorda Island,SET 1,175,3,914,2016-04-06,456,746.7,288.7,1.82
Aransas,Matagorda Island,SET 1,175,3,914,2017-05-17,455,746.7,287.7,2.93
Aransas,Matagorda Island,SET 1,175,3,914,2017-11-09,441,746.7,273.7,3.41
Aransas,Matagorda Island,SET 1,175,3,914,2018-04-05,458,746.7,290.7,3.81
Aransas,Matagorda Island,SET 1,175,3,914,2018-11-16,459,746.7,291.7,4.43
Aransas,Matagorda Island,SET 1,175,3,914,2019-04-11,463,746.7,295.7,4.83
Aransas,Matagorda Island,SET 1,175,3,914,2019-12-04,467,746.7,299.7,5.48
Aransas,Matagorda Island,SET 1,262,3,915,2014-06-12,450,746.7,281.7,0.00
Aransas,Matagorda Island,SET 1,262,3,915,2014-12-10,450,746.7,281.7,0.50
Aransas,Matagorda Island,SET 1,262,3,915,2015-04-15,452,746.7,283.7,0.84
Aransas,Matagorda Island,SET 1,262,3,915,2015-09-02,452,746.7,283.7,1.22
Aransas,Matagorda Island,SET 1,262,3,915,2016-04-06,468,746.7,299.7,1.82
Aransas,Matagorda Island,SET 1,262,3,915,2017-05-17,454,746.7,285.7,2.93
Aransas,Matagorda Island,SET 1,262,3,915,2017-11-09,448,746.7,279.7,3.41
Aransas,Matagorda Island,SET 1,262,3,915,2018-04-05,450,746.7,281.7,3.81
Aransas,Matagorda Island,SET 1,262,3,915,2018-11-16,464,746.7,295.7,4.43
Aransas,Matagorda Island,SET 1,262,3,915,2019-04-11,460,746.7,291.7,4.83
Aransas,Matagorda Island,SET 1,262,3,915,2019-12-04,453,746.7,284.7,5.48
Aransas,Matagorda Island,SET 1,350,3,915,2014-06-12,436,746.7,267.7,0.00
Aransas,Matagorda Island,SET 1,350,3,915,2014-12-10,431,746.7,262.7,0.50
Aransas,Matagorda Island,SET 1,350,3,915,2015-04-15,443,746.7,274.7,0.84
Aransas,Matagorda Island,SET 1,350,3,915,2015-09-02,444,746.7,275.7,1.22
Aransas,Matagorda Island,SET 1,350,3,915,2016-04-06,445,746.7,276.7,1.82
Aransas,Matagorda Island,SET 1,350,3,915,2017-05-17,443,746.7,274.7,2.93
Aransas,Matagorda Island,SET 1,350,3,915,2017-11-09,430,746.7,261.7,3.41
Aransas,Matagorda Island,SET 1,350,3,915,2018-04-05,440,746.7,271.7,3.81
Aransas,Matagorda Island,SET 1,350,3,915,2018-11-16,448,746.7,279.7,4.43
Aransas,Matagorda Island,SET 1,350,3,915,2019-04-11,454,746.7,285.7,4.83
Aransas,Matagorda Island,SET 1,350,3,915,2019-12-04,450,746.7,281.7,5.48
Aransas,Matagorda Island,SET 1,88,4,915,2014-06-12,453,746.7,284.7,0.00
Aransas,Matagorda Island,SET 1,88,4,915,2014-12-10,450,746.7,281.7,0.50
Aransas,Matagorda Island,SET 1,88,4,915,2015-04-15,456,746.7,287.7,0.84
Aransas,Matagorda Island,SET 1,88,4,915,2015-09-02,445,746.7,276.7,1.22
Aransas,Matagorda Island,SET 1,88,4,915,2016-04-06,464,746.7,295.7,1.82
Aransas,Matagorda Island,SET 1,88,4,915,2017-05-17,449,746.7,280.7,2.93
Aransas,Matagorda Island,SET 1,88,4,915,2017-11-09,448,746.7,279.7,3.41
Aransas,Matagorda Island,SET 1,88,4,915,2018-04-05,451,746.7,282.7,3.81
Aransas,Matagorda Island,SET 1,88,4,915,2018-11-16,463,746.7,294.7,4.43
Aransas,Matagorda Island,SET 1,88,4,915,2019-04-11,462,746.7,293.7,4.83
Aransas,Matagorda Island,SET 1,88,4,915,2019-12-04,461,746.7,292.7,5.48
Aransas,Matagorda Island,SET 1,175,4,915,2014-06-12,457,746.7,288.7,0.00
Aransas,Matagorda Island,SET 1,175,4,915,2014-12-10,452,746.7,283.7,0.50
Aransas,Matagorda Island,SET 1,175,4,915,2015-04-15,457,746.7,288.7,0.84
Aransas,Matagorda Island,SET 1,175,4,915,2015-09-02,452,746.7,283.7,1.22
Aransas,Matagorda Island,SET 1,175,4,915,2016-04-06,452,746.7,283.7,1.82
Aransas,Matagorda Island,SET 1,175,4,915,2017-05-17,468,746.7,299.7,2.93
Aransas,Matagorda Island,SET 1,175,4,915,2017-11-09,458,746.7,289.7,3.41
Aransas,Matagorda Island,SET 1,175,4,915,2018-04-05,464,746.7,295.7,3.81
Aransas,Matagorda Island,SET 1,175,4,915,2018-11-16,466,746.7,297.7,4.43
Aransas,Matagorda Island,SET 1,175,4,915,2019-04-11,464,746.7,295.7,4.83
Aransas,Matagorda Island,SET 1,175,4,915,2019-12-04,472,746.7,303.7,5.48
Aransas,Matagorda Island,SET 1,262,4,915,2014-06-12,451,746.7,282.7,0.00
Aransas,Matagorda Island,SET 1,262,4,915,2014-12-10,447,746.7,278.7,0.50
Aransas,Matagorda Island,SET 1,262,4,915,2015-04-15,450,746.7,281.7,0.84
Aransas,Matagorda Island,SET 1,262,4,915,2015-09-02,450,746.7,281.7,1.22
Aransas,Matagorda Island,SET 1,262,4,915,2016-04-06,456,746.7,287.7,1.82
Aransas,Matagorda Island,SET 1,262,4,915,2017-05-17,454,746.7,285.7,2.93
Aransas,Matagorda Island,SET 1,262,4,915,2017-11-09,449,746.7,280.7,3.41
Aransas,Matagorda Island,SET 1,262,4,915,2018-04-05,452,746.7,283.7,3.81
Aransas,Matagorda Island,SET 1,262,4,915,2018-11-16,459,746.7,290.7,4.43
Aransas,Matagorda Island,SET 1,262,4,915,2019-04-11,459,746.7,290.7,4.83
Aransas,Matagorda Island,SET 1,262,4,915,2019-12-04,454,746.7,285.7,5.48
Aransas,Matagorda Island,SET 1,350,4,915,2014-06-12,441,746.7,272.7,0.00
Aransas,Matagorda Island,SET 1,350,4,915,2014-12-10,440,746.7,271.7,0.50
Aransas,Matagorda Island,SET 1,350,4,915,2015-04-15,443,746.7,274.7,0.84
Aransas,Matagorda Island,SET 1,350,4,915,2015-09-02,444,746.7,275.7,1.22
Aransas,Matagorda Island,SET 1,350,4,915,2016-04-06,440,746.7,271.7,1.82
Aransas,Matagorda Island,SET 1,350,4,915,2017-05-17,443,746.7,274.7,2.93
Aransas,Matagorda Island,SET 1,350,4,915,2017-11-09,451,746.7,282.7,3.41
Aransas,Matagorda Island,SET 1,350,4,915,2018-04-05,449,746.7,280.7,3.81
Aransas,Matagorda Island,SET 1,350,4,915,2018-11-16,467,746.7,298.7,4.43
Aransas,Matagorda Island,SET 1,350,4,915,2019-04-11,458,746.7,289.7,4.83
Aransas,Matagorda Island,SET 1,350,4,915,2019-12-04,446,746.7,277.7,5.48
Aransas,Matagorda Island,SET 1,88,5,915,2014-06-12,456,746.7,287.7,0.00
Aransas,Matagorda Island,SET 1,88,5,915,2014-12-10,456,746.7,287.7,0.50
Aransas,Matagorda Island,SET 1,88,5,915,2015-04-15,454,746.7,285.7,0.84
Aransas,Matagorda Island,SET 1,88,5,915,2015-09-02,447,746.7,278.7,1.22
Aransas,Matagorda Island,SET 1,88,5,915,2016-04-06,455,746.7,286.7,1.82
Aransas,Matagorda Island,SET 1,88,5,915,2017-05-17,454,746.7,285.7,2.93
Aransas,Matagorda Island,SET 1,88,5,915,2017-11-09,457,746.7,288.7,3.41
Aransas,Matagorda Island,SET 1,88,5,915,2018-04-05,457,746.7,288.7,3.81
Aransas,Matagorda Island,SET 1,88,5,915,2018-11-16,456,746.7,287.7,4.43
Aransas,Matagorda Island,SET 1,88,5,915,2019-04-11,456,746.7,287.7,4.83
Aransas,Matagorda Island,SET 1,88,5,915,2019-12-04,461,746.7,292.7,5.48
Aransas,Matagorda Island,SET 1,175,5,915,2014-06-12,445,746.7,276.7,0.00
Aransas,Matagorda Island,SET 1,175,5,915,2014-12-10,448,746.7,279.7,0.50
Aransas,Matagorda Island,SET 1,175,5,915,2015-04-15,453,746.7,284.7,0.84
Aransas,Matagorda Island,SET 1,175,5,915,2015-09-02,444,746.7,275.7,1.22
Aransas,Matagorda Island,SET 1,175,5,915,2016-04-06,449,746.7,280.7,1.82
Aransas,Matagorda Island,SET 1,175,5,915,2017-05-17,462,746.7,293.7,2.93
Aransas,Matagorda Island,SET 1,175,5,915,2017-11-09,463,746.7,294.7,3.41
Aransas,Matagorda Island,SET 1,175,5,915,2018-04-05,472,746.7,303.7,3.81
Aransas,Matagorda Island,SET 1,175,5,915,2018-11-16,466,746.7,297.7,4.43
Aransas,Matagorda Island,SET 1,175,5,915,2019-04-11,468,746.7,299.7,4.83
Aransas,Matagorda Island,SET 1,175,5,915,2019-12-04,484,746.7,315.7,5.48
Aransas,Matagorda Island,SET 1,262,5,915,2014-06-12,450,746.7,281.7,0.00
Aransas,Matagorda Island,SET 1,262,5,915,2014-12-10,453,746.7,284.7,0.50
Aransas,Matagorda Island,SET 1,262,5,915,2015-04-15,455,746.7,286.7,0.84
Aransas,Matagorda Island,SET 1,262,5,915,2015-09-02,448,746.7,279.7,1.22
Aransas,Matagorda Island,SET 1,262,5,915,2016-04-06,459,746.7,290.7,1.82
Aransas,Matagorda Island,SET 1,262,5,915,2017-05-17,448,746.7,279.7,2.93
Aransas,Matagorda Island,SET 1,262,5,915,2017-11-09,449,746.7,280.7,3.41
Aransas,Matagorda Island,SET 1,262,5,915,2018-04-05,456,746.7,287.7,3.81
Aransas,Matagorda Island,SET 1,262,5,915,2018-11-16,463,746.7,294.7,4.43
Aransas,Matagorda Island,SET 1,262,5,915,2019-04-11,462,746.7,293.7,4.83
Aransas,Matagorda Island,SET 1,262,5,915,2019-12-04,466,746.7,297.7,5.48
Aransas,Matagorda Island,SET 1,350,5,915,2014-06-12,440,746.7,271.7,0.00
Aransas,Matagorda Island,SET 1,350,5,915,2014-12-10,436,746.7,267.7,0.50
Aransas,Matagorda Island,SET 1,350,5,915,2015-04-15,447,746.7,278.7,0.84
Aransas,Matagorda Island,SET 1,350,5,915,2015-09-02,449,746.7,280.7,1.22
Aransas,Matagorda Island,SET 1,350,5,915,2016-04-06,448,746.7,279.7,1.82
Aransas,Matagorda Island,SET 1,350,5,915,2017-05-17,442,746.7,273.7,2.93
